
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     72.8669     255.433     40.8333     351.567
     72.8769     255.500     40.8000     351.500
     72.8869     255.633     40.8000     351.467
     72.8969     255.767     40.8000     351.433
     72.9069     255.900     40.8000     351.400
     72.9169     256.100     40.9000     351.550
     72.9269     256.300     41.0000     351.700
     72.9369     256.267     40.9333     351.567
     72.9469     256.233     40.8667     351.433
     72.9569     256.200     40.8000     351.300
     72.9669     256.267     40.7667     351.200
     72.9769     256.333     40.7333     351.100
     72.9869     256.400     40.7000     351.000
     72.9969     256.533     40.7333     351.133
     73.0069     256.667     40.7667     351.267
     73.0169     256.800     40.8000     351.400
     73.0269     256.900     40.7667     351.400
     73.0369     257.000     40.7333     351.400
     73.0469     257.100     40.7000     351.400
     73.0569     257.133     40.7000     351.333
     73.0669     257.167     40.7000     351.267
     73.0769     257.200     40.7000     351.200
     73.0869     257.300     40.8000     351.150
     73.0969     257.400     40.9000     351.100
     73.1069     257.533     40.8333     351.067
     73.1169     257.667     40.7667     351.033
     73.1269     257.800     40.7000     351.000
     73.1369     257.767     40.7333     351.033
     73.1469     257.733     40.7667     351.067
     73.1569     257.700     40.8000     351.100
     73.1669     257.500     40.7333     351.033
     73.1769     257.300     40.6667     350.967
     73.1869     257.100     40.6000     350.900
     73.1969     256.900     40.5667     350.933
     73.2069     256.700     40.5333     350.967
     73.2169     256.500     40.5000     351.000
     73.2269     256.367     40.5667     351.067
     73.2369     256.233     40.6333     351.133
     73.2469     256.100     40.7000     351.200
     73.2569     255.950     40.6000     351.100
     73.2669     255.800     40.5000     351.000
     73.2769     255.700     40.5667     351.100
     73.2869     255.600     40.6333     351.200
     73.2969     255.500     40.7000     351.300
     73.3069     255.400     40.6333     351.167
     73.3169     255.300     40.5667     351.033
     73.3269     255.200     40.5000     350.900
     73.3369     255.167     40.5333     350.967
     73.3469     255.133     40.5667     351.033
     73.3569     255.100     40.6000     351.100
     73.3669     255.067     40.6000     351.067
     73.3769     255.033     40.6000     351.033
     73.3869     255.000     40.6000     351.000
     73.3969     255.000     40.5667     351.033
     73.4069     255.000     40.5333     351.067
     73.4169     255.000     40.5000     351.100
     73.4269     255.067     40.5000     351.200
     73.4369     255.133     40.5000     351.300
     73.4469     255.200     40.5000     351.400
     73.4569     255.133     40.5000     351.333
     73.4669     255.067     40.5000     351.267
     73.4769     255.000     40.5000     351.200
     73.4869     254.900     40.6000     351.150
     73.4969     254.800     40.7000     351.100
     73.5069     254.800     40.6000     351.100
     73.5169     254.800     40.5000     351.100
     73.5269     254.800     40.4000     351.100
     73.5369     254.767     40.4333     351.167
     73.5469     254.733     40.4667     351.233
     73.5569     254.700     40.5000     351.300
     73.5669     254.667     40.5667     351.267
     73.5769     254.633     40.6333     351.233
     73.5869     254.600     40.7000     351.200
     73.5969     254.633     40.6000     351.200
     73.6069     254.667     40.5000     351.200
     73.6169     254.700     40.4000     351.200
     73.6269     254.600     40.6000     351.200
     73.6369     254.500     40.8000     351.200
     73.6469     254.467     40.7333     351.133
     73.6569     254.433     40.6667     351.067
     73.6669     254.400     40.6000     351.000
     73.6769     254.400     40.6333     350.967
     73.6869     254.400     40.6667     350.933
     73.6969     254.400     40.7000     350.900
     73.7069     254.500     40.6667     350.933
     73.7169     254.600     40.6333     350.967
     73.7269     254.700     40.6000     351.000
     73.7369     254.750     40.6500     351.000
     73.7469     254.800     40.7000     351.000
     73.7569     254.767     40.7667     351.033
     73.7669     254.733     40.8333     351.067
     73.7769     254.700     40.9000     351.100
     73.7869     254.700     40.8000     351.033
     73.7969     254.700     40.7000     350.967
     73.8069     254.700     40.6000     350.900
     73.8169     254.650     40.7000     350.950
     73.8269     254.600     40.8000     351.000
     73.8369     254.400     40.8000     351.000
     73.8469     254.200     40.8000     351.000
     73.8569     254.000     40.8000     351.000
     73.8669     253.800     40.8667     351.033
     73.8769     253.600     40.9333     351.067
     73.8869     253.400     41.0000     351.100
     73.8969     253.200     40.9333     351.033
     73.9069     253.000     40.8667     350.967
     73.9169     252.800     40.8000     350.900
     73.9269     252.700     40.8000     351.000
     73.9369     252.600     40.8000     351.100
     73.9469     252.467     40.8333     351.067
     73.9569     252.333     40.8667     351.033
     73.9669     252.200     40.9000     351.000
     73.9769     252.233     40.8333     351.000
     73.9869     252.267     40.7667     351.000
     73.9969     252.300     40.7000     351.000
     74.0069     252.100     40.7667     351.000
     74.0169     251.900     40.8333     351.000
     74.0269     251.700     40.9000     351.000
     74.0369     251.350     40.9500     351.000
     74.0469     251.000     41.0000     351.000
     74.0569     250.900     40.9667     350.967
     74.0669     250.800     40.9333     350.933
     74.0769     250.700     40.9000     350.900
     74.0869     250.767     40.8667     350.900
     74.0969     250.833     40.8333     350.900
     74.1069     250.900     40.8000     350.900
     74.1169     251.000     40.8333     350.967
     74.1269     251.100     40.8667     351.033
     74.1369     251.200     40.9000     351.100
     74.1469     251.200     40.8667     351.133
     74.1569     251.200     40.8333     351.167
     74.1669     251.200     40.8000     351.200
     74.1769     251.033     40.8333     351.167
     74.1869     250.867     40.8667     351.133
     74.1969     250.700     40.9000     351.100
     74.2069     250.750     40.9000     351.150
     74.2169     250.800     40.9000     351.200
     74.2269     250.900     40.8333     351.200
     74.2369     251.000     40.7667     351.200
     74.2469     251.100     40.7000     351.200
     74.2569     251.100     40.7000     351.200
     74.2669     251.100     40.7000     351.200
     74.2769     251.100     40.7000     351.200
     74.2869     251.033     40.7667     351.267
     74.2969     250.967     40.8333     351.333
     74.3069     250.900     40.9000     351.400
     74.3169     250.700     40.9000     351.400
     74.3269     250.500     40.9000     351.400
     74.3369     250.467     40.8000     351.300
     74.3469     250.433     40.7000     351.200
     74.3569     250.400     40.6000     351.100
     74.3669     250.500     40.7333     351.167
     74.3769     250.600     40.8667     351.233
     74.3869     250.700     41.0000     351.300
     74.3969     250.900     40.9667     351.267
     74.4069     251.100     40.9333     351.233
     74.4169     251.300     40.9000     351.200
     74.4269     251.433     40.8667     351.233
     74.4369     251.567     40.8333     351.267
     74.4469     251.700     40.8000     351.300
     74.4569     251.250     40.8500     351.250
     74.4669     250.800     40.9000     351.200
     74.4769     250.567     40.9333     351.133
     74.4869     250.333     40.9667     351.067
     74.4969     250.100     41.0000     351.000
     74.5069     250.067     40.9333     351.000
     74.5169     250.033     40.8667     351.000
     74.5269     250.000     40.8000     351.000
     74.5369     249.967     40.8333     351.033
     74.5469     249.933     40.8667     351.067
     74.5569     249.900     40.9000     351.100
     74.5669     249.750     40.8500     351.100
     74.5769     249.600     40.8000     351.100
     74.5869     249.233     40.8000     351.100
     74.5969     248.867     40.8000     351.100
     74.6069     248.500     40.8000     351.100
     74.6169     248.100     40.8000     351.033
     74.6269     247.700     40.8000     350.967
     74.6369     247.300     40.8000     350.900
     74.6469     247.133     40.8000     351.000
     74.6569     246.967     40.8000     351.100
     74.6669     246.800     40.8000     351.200
     74.6769     246.550     40.7500     351.100
     74.6869     246.300     40.7000     351.000
     74.6969     246.333     40.7000     350.967
     74.7069     246.367     40.7000     350.933
     74.7169     246.400     40.7000     350.900
     74.7269     246.567     40.7333     351.000
     74.7369     246.733     40.7667     351.100
     74.7469     246.900     40.8000     351.200
     74.7569     247.100     40.7000     351.100
     74.7669     247.300     40.6000     351.000
     74.7769     247.500     40.5000     350.900
     74.7869     247.950     40.6500     351.050
     74.7969     248.400     40.8000     351.200
     74.8069     248.867     40.7333     351.233
     74.8169     249.333     40.6667     351.267
     74.8269     249.800     40.6000     351.300
     74.8369     249.933     40.6667     351.267
     74.8469     250.067     40.7333     351.233
     74.8569     250.200     40.8000     351.200
     74.8669     250.300     40.7333     351.233
     74.8769     250.400     40.6667     351.267
     74.8869     250.500     40.6000     351.300
     74.8969     250.500     40.4500     351.200
     74.9069     250.500     40.3000     351.100
     74.9169     250.600     40.4667     351.200
     74.9269     250.700     40.6333     351.300
     74.9369     250.800     40.8000     351.400
     74.9469     251.100     40.7000     351.400
     74.9569     251.400     40.6000     351.400
     74.9669     251.700     40.5000     351.400
     74.9769     251.900     40.4667     351.500
     74.9869     252.100     40.4333     351.600
     74.9969     252.300     40.4000     351.700
     75.0069     252.333     40.4000     351.700
     75.0169     252.367     40.4000     351.700
     75.0269     252.400     40.4000     351.700
     75.0369     252.333     40.3667     351.567
     75.0469     252.267     40.3333     351.433
     75.0569     252.200     40.3000     351.300
     75.0669     252.400     40.3000     351.350
     75.0769     252.600     40.3000     351.400
     75.0869     252.900     40.3000     351.367
     75.0969     253.200     40.3000     351.333
     75.1069     253.500     40.3000     351.300
     75.1169     253.900     40.3333     351.333
     75.1269     254.300     40.3667     351.367
     75.1369     254.700     40.4000     351.400
     75.1469     254.933     40.4000     351.400
     75.1569     255.167     40.4000     351.400
     75.1669     255.400     40.4000     351.400
     75.1769     255.600     40.3500     351.400
     75.1869     255.800     40.3000     351.400
     75.1969     256.100     40.3333     351.367
     75.2069     256.400     40.3667     351.333
     75.2169     256.700     40.4000     351.300
     75.2269     256.967     40.3667     351.300
     75.2369     257.233     40.3333     351.300
     75.2469     257.500     40.3000     351.300
     75.2569     257.700     40.3667     351.333
     75.2669     257.900     40.4333     351.367
     75.2769     258.100     40.5000     351.400
     75.2869     258.350     40.3500     351.300
     75.2969     258.600     40.2000     351.200
     75.3069     258.500     40.3000     351.333
     75.3169     258.400     40.4000     351.467
     75.3269     258.300     40.5000     351.600
     75.3369     258.100     40.4667     351.533
     75.3469     257.900     40.4333     351.467
     75.3569     257.700     40.4000     351.400
     75.3669     257.767     40.3667     351.367
     75.3769     257.833     40.3333     351.333
     75.3869     257.900     40.3000     351.300
     75.3969     258.200     40.3000     351.300
     75.4069     258.500     40.3000     351.300
     75.4169     258.633     40.3333     351.333
     75.4269     258.767     40.3667     351.367
     75.4369     258.900     40.4000     351.400
     75.4469     258.967     40.4000     351.400
     75.4569     259.033     40.4000     351.400
     75.4669     259.100     40.4000     351.400
     75.4769     259.267     40.3000     351.333
     75.4869     259.433     40.2000     351.267
     75.4969     259.600     40.1000     351.200
     75.5069     259.900     40.2500     351.350
     75.5169     260.200     40.4000     351.500
     75.5269     260.400     40.3667     351.533
     75.5369     260.600     40.3333     351.567
     75.5469     260.800     40.3000     351.600
     75.5569     261.133     40.3000     351.567
     75.5669     261.467     40.3000     351.533
     75.5769     261.800     40.3000     351.500
     75.5869     262.267     40.3000     351.567
     75.5969     262.733     40.3000     351.633
     75.6069     263.200     40.3000     351.700
     75.6169     263.350     40.2500     351.600
     75.6269     263.500     40.2000     351.500
     75.6369     263.667     40.3333     351.600
     75.6469     263.833     40.4667     351.700
     75.6569     264.000     40.6000     351.800
     75.6669     264.100     40.5000     351.800
     75.6769     264.200     40.4000     351.800
     75.6869     264.300     40.3000     351.800
     75.6969     264.233     40.3000     351.767
     75.7069     264.167     40.3000     351.733
     75.7169     264.100     40.3000     351.700
     75.7269     264.167     40.3000     351.733
     75.7369     264.233     40.3000     351.767
     75.7469     264.300     40.3000     351.800
     75.7569     264.233     40.3333     351.800
     75.7669     264.167     40.3667     351.800
     75.7769     264.100     40.4000     351.800
     75.7869     264.050     40.4500     351.900
     75.7969     264.000     40.5000     352.000
     75.8069     264.133     40.4333     352.000
     75.8169     264.267     40.3667     352.000
     75.8269     264.400     40.3000     352.000
     75.8369     264.433     40.3000     352.000
     75.8469     264.467     40.3000     352.000
     75.8569     264.500     40.3000     352.000
     75.8669     264.400     40.3333     352.067
     75.8769     264.300     40.3667     352.133
     75.8869     264.200     40.4000     352.200
     75.8969     264.167     40.4000     352.133
     75.9069     264.133     40.4000     352.067
     75.9169     264.100     40.4000     352.000
     75.9269     264.500     40.4000     351.850
     75.9369     264.900     40.4000     351.700
     75.9469     265.233     40.3667     351.667
     75.9569     265.567     40.3333     351.633
     75.9669     265.900     40.3000     351.600
     75.9769     265.867     40.4000     351.833
     75.9869     265.833     40.5000     352.067
     75.9969     265.800     40.6000     352.300
     76.0069     265.533     40.7333     352.267
     76.0169     265.267     40.8667     352.233
     76.0269     265.000     41.0000     352.200
     76.0369     264.800     40.8000     351.900
     76.0469     264.600     40.6000     351.600
     76.0569     264.300     40.6333     351.600
     76.0669     264.000     40.6667     351.600
     76.0769     263.700     40.7000     351.600
     76.0869     263.500     40.7667     351.700
     76.0969     263.300     40.8333     351.800
     76.1069     263.100     40.9000     351.900
     76.1169     263.033     40.8000     351.833
     76.1269     262.967     40.7000     351.767
     76.1369     262.900     40.6000     351.700
     76.1469     262.750     40.8000     351.850
     76.1569     262.600     41.0000     352.000
     76.1669     262.600     40.9000     351.933
     76.1769     262.600     40.8000     351.867
     76.1869     262.600     40.7000     351.800
     76.1969     262.567     40.6333     351.767
     76.2069     262.533     40.5667     351.733
     76.2169     262.500     40.5000     351.700
     76.2269     262.367     40.6667     351.800
     76.2369     262.233     40.8333     351.900
     76.2469     262.100     41.0000     352.000
     76.2569     261.900     40.8000     351.850
     76.2669     261.700     40.6000     351.700
     76.2769     261.600     40.5667     351.700
     76.2869     261.500     40.5333     351.700
     76.2969     261.400     40.5000     351.700
     76.3069     261.333     40.6667     351.900
     76.3169     261.267     40.8333     352.100
     76.3269     261.200     41.0000     352.300
     76.3369     261.000     40.8333     352.133
     76.3469     260.800     40.6667     351.967
     76.3569     260.600     40.5000     351.800
     76.3669     260.200     40.6000     351.800
     76.3769     259.800     40.7000     351.800
     76.3869     259.633     40.7333     351.833
     76.3969     259.467     40.7667     351.867
     76.4069     259.300     40.8000     351.900
     76.4169     259.167     40.7333     351.800
     76.4269     259.033     40.6667     351.700
     76.4369     258.900     40.6000     351.600
     76.4469     258.933     40.6333     351.700
     76.4569     258.967     40.6667     351.800
     76.4669     259.000     40.7000     351.900
     76.4769     258.967     40.6667     351.867
     76.4869     258.933     40.6333     351.833
     76.4969     258.900     40.6000     351.800
     76.5069     259.050     40.6000     351.800
     76.5169     259.200     40.6000     351.800
     76.5269     259.567     40.7333     351.933
     76.5369     259.933     40.8667     352.067
     76.5469     260.300     41.0000     352.200
     76.5569     260.533     40.9667     352.067
     76.5669     260.767     40.9333     351.933
     76.5769     261.000     40.9000     351.800
     76.5869     260.900     40.8667     351.767
     76.5969     260.800     40.8333     351.733
     76.6069     260.700     40.8000     351.700
     76.6169     260.500     40.8000     351.767
     76.6269     260.300     40.8000     351.833
     76.6369     260.100     40.8000     351.900
     76.6469     259.900     40.6000     351.700
     76.6569     259.700     40.4000     351.500
     76.6669     259.667     40.5667     351.567
     76.6769     259.633     40.7333     351.633
     76.6869     259.600     40.9000     351.700
     76.6969     259.267     40.8000     351.700
     76.7069     258.933     40.7000     351.700
     76.7169     258.600     40.6000     351.700
     76.7269     258.400     40.6000     351.633
     76.7369     258.200     40.6000     351.567
     76.7469     258.000     40.6000     351.500
     76.7569     258.400     40.7500     351.500
     76.7669     258.800     40.9000     351.500
     76.7769     258.800     40.8000     351.467
     76.7869     258.800     40.7000     351.433
     76.7969     258.800     40.6000     351.400
     76.8069     258.767     40.7000     351.400
     76.8169     258.733     40.8000     351.400
     76.8269     258.700     40.9000     351.400
     76.8369     258.733     40.8333     351.333
     76.8469     258.767     40.7667     351.267
     76.8569     258.800     40.7000     351.200
     76.8669     258.600     40.8500     351.300
     76.8769     258.400     41.0000     351.400
     76.8869     258.233     40.9000     351.300
     76.8969     258.067     40.8000     351.200
     76.9069     257.900     40.7000     351.100
     76.9169     257.833     40.7333     351.200
     76.9269     257.767     40.7667     351.300
     76.9369     257.700     40.8000     351.400
     76.9469     257.667     40.7667     351.267
     76.9569     257.633     40.7333     351.133
     76.9669     257.600     40.7000     351.000
     76.9769     257.700     40.7000     351.000
     76.9869     257.800     40.7000     351.000
     76.9969     257.833     40.7333     351.133
     77.0069     257.867     40.7667     351.267
     77.0169     257.900     40.8000     351.400
     77.0269     257.733     40.7333     351.267
     77.0369     257.567     40.6667     351.133
     77.0469     257.400     40.6000     351.000
     77.0569     257.333     40.6333     351.033
     77.0669     257.267     40.6667     351.067
     77.0769     257.200     40.7000     351.100
     77.0869     257.267     40.7333     351.133
     77.0969     257.333     40.7667     351.167
     77.1069     257.400     40.8000     351.200
     77.1169     257.400     40.7000     351.150
     77.1269     257.400     40.6000     351.100
     77.1369     257.333     40.6000     351.067
     77.1469     257.267     40.6000     351.033
     77.1569     257.200     40.6000     351.000
     77.1669     257.000     40.6667     351.067
     77.1769     256.800     40.7333     351.133
     77.1869     256.600     40.8000     351.200
     77.1969     256.250     40.7000     351.150
     77.2069     255.900     40.6000     351.100
     77.2169     255.900     40.6667     351.100
     77.2269     255.900     40.7333     351.100
     77.2369     255.900     40.8000     351.100
     77.2469     255.800     40.7000     351.033
     77.2569     255.700     40.6000     350.967
     77.2669     255.600     40.5000     350.900
     77.2769     255.500     40.5667     350.933
     77.2869     255.400     40.6333     350.967
     77.2969     255.300     40.7000     351.000
     77.3069     255.367     40.7333     351.000
     77.3169     255.433     40.7667     351.000
     77.3269     255.500     40.8000     351.000
     77.3369     255.333     40.8333     351.000
     77.3469     255.167     40.8667     351.000
     77.3569     255.000     40.9000     351.000
     77.3669     254.650     40.8000     350.900
     77.3769     254.300     40.7000     350.800
     77.3869     254.333     40.7000     350.767
     77.3969     254.367     40.7000     350.733
     77.4069     254.400     40.7000     350.700
     77.4169     254.600     40.8333     350.833
     77.4269     254.800     40.9667     350.967
     77.4369     255.000     41.1000     351.100
     77.4469     255.067     40.9333     351.033
     77.4569     255.133     40.7667     350.967
     77.4669     255.200     40.6000     350.900
     77.4769     255.250     40.7500     350.750
     77.4869     255.300     40.9000     350.600
     77.4969     255.400     40.9667     350.667
     77.5069     255.500     41.0333     350.733
     77.5169     255.600     41.1000     350.800
     77.5269     255.667     40.9667     350.767
     77.5369     255.733     40.8333     350.733
     77.5469     255.800     40.7000     350.700
     77.5569     255.833     40.8333     350.767
     77.5669     255.867     40.9667     350.833
     77.5769     255.900     41.1000     350.900
     77.5869     255.900     41.0333     350.833
     77.5969     255.900     40.9667     350.767
     77.6069     255.900     40.9000     350.700
     77.6169     255.500     41.0000     350.750
     77.6269     255.100     41.1000     350.800
     77.6369     254.800     41.0000     350.733
     77.6469     254.500     40.9000     350.667
     77.6569     254.200     40.8000     350.600
     77.6669     254.200     40.9667     350.700
     77.6769     254.200     41.1333     350.800
     77.6869     254.200     41.3000     350.900
     77.6969     254.100     41.2333     350.833
     77.7069     254.000     41.1667     350.767
     77.7169     253.900     41.1000     350.700
     77.7269     253.550     40.9500     350.600
     77.7369     253.200     40.8000     350.500
     77.7469     252.900     40.9000     350.567
     77.7569     252.600     41.0000     350.633
     77.7669     252.300     41.1000     350.700
     77.7769     251.967     41.0667     350.700
     77.7869     251.633     41.0333     350.700
     77.7969     251.300     41.0000     350.700
     77.8069     250.850     41.0500     350.600
     77.8169     250.400     41.1000     350.500
     77.8269     250.300     41.0333     350.500
     77.8369     250.200     40.9667     350.500
     77.8469     250.100     40.9000     350.500
     77.8569     250.167     40.9000     350.567
     77.8669     250.233     40.9000     350.633
     77.8769     250.300     40.9000     350.700
     77.8869     250.267     41.0000     350.733
     77.8969     250.233     41.1000     350.767
     77.9069     250.200     41.2000     350.800
     77.9169     250.050     40.9500     350.650
     77.9269     249.900     40.7000     350.500
     77.9369     249.633     40.8000     350.567
     77.9469     249.367     40.9000     350.633
     77.9569     249.100     41.0000     350.700
     77.9669     248.733     41.0000     350.633
     77.9769     248.367     41.0000     350.567
     77.9869     248.000     41.0000     350.500
     77.9969     248.100     40.8333     350.467
     78.0069     248.200     40.6667     350.433
     78.0169     248.300     40.5000     350.400
     78.0269     248.700     40.7500     350.600
     78.0369     249.100     41.0000     350.800
     78.0469     249.233     41.0000     350.800
     78.0569     249.367     41.0000     350.800
     78.0669     249.500     41.0000     350.800
     78.0769     249.733     40.9000     350.833
     78.0869     249.967     40.8000     350.867
     78.0969     250.200     40.7000     350.900
     78.1069     250.200     40.7333     350.867
     78.1169     250.200     40.7667     350.833
     78.1269     250.200     40.8000     350.800
     78.1369     250.133     40.8333     350.767
     78.1469     250.067     40.8667     350.733
     78.1569     250.000     40.9000     350.700
     78.1669     250.133     40.8333     350.633
     78.1769     250.267     40.7667     350.567
     78.1869     250.400     40.7000     350.500
     78.1969     250.500     40.8500     350.650
     78.2069     250.600     41.0000     350.800
     78.2169     250.600     40.9000     350.700
     78.2269     250.600     40.8000     350.600
     78.2369     250.600     40.7000     350.500
     78.2469     250.767     40.7333     350.567
     78.2569     250.933     40.7667     350.633
     78.2669     251.100     40.8000     350.700
     78.2769     251.033     40.8333     350.733
     78.2869     250.967     40.8667     350.767
     78.2969     250.900     40.9000     350.800
     78.3069     251.000     40.8500     350.850
     78.3169     251.100     40.8000     350.900
     78.3269     251.267     40.8333     350.933
     78.3369     251.433     40.8667     350.967
     78.3469     251.600     40.9000     351.000
     78.3569     251.567     40.9000     350.967
     78.3669     251.533     40.9000     350.933
     78.3769     251.500     40.9000     350.900
     78.3869     251.367     40.8667     350.900
     78.3969     251.233     40.8333     350.900
     78.4069     251.100     40.8000     350.900
     78.4169     251.000     40.7500     351.050
     78.4269     250.900     40.7000     351.200
     78.4369     250.667     40.7333     351.167
     78.4469     250.433     40.7667     351.133
     78.4569     250.200     40.8000     351.100
     78.4669     249.867     40.7333     351.000
     78.4769     249.533     40.6667     350.900
     78.4869     249.200     40.6000     350.800
     78.4969     249.000     40.6000     350.833
     78.5069     248.800     40.6000     350.867
     78.5169     248.600     40.6000     350.900
     78.5269     248.550     40.7000     350.950
     78.5369     248.500     40.8000     351.000
     78.5469     248.567     40.7333     351.000
     78.5569     248.633     40.6667     351.000
     78.5669     248.700     40.6000     351.000
     78.5769     248.900     40.6000     351.067
     78.5869     249.100     40.6000     351.133
     78.5969     249.300     40.6000     351.200
     78.6069     249.467     40.5667     351.133
     78.6169     249.633     40.5333     351.067
     78.6269     249.800     40.5000     351.000
     78.6369     250.050     40.5000     350.950
     78.6469     250.300     40.5000     350.900
     78.6569     250.500     40.5000     351.000
     78.6669     250.700     40.5000     351.100
     78.6769     250.900     40.5000     351.200
     78.6869     250.900     40.6333     351.267
     78.6969     250.900     40.7667     351.333
     78.7069     250.900     40.9000     351.400
     78.7169     250.767     40.8333     351.300
     78.7269     250.633     40.7667     351.200
     78.7369     250.500     40.7000     351.100
     78.7469     250.450     40.5000     350.900
     78.7569     250.400     40.3000     350.700
     78.7669     250.433     40.4333     350.800
     78.7769     250.467     40.5667     350.900
     78.7869     250.500     40.7000     351.000
     78.7969     250.633     40.6667     351.033
     78.8069     250.767     40.6333     351.067
     78.8169     250.900     40.6000     351.100
     78.8269     250.867     40.5667     351.033
     78.8369     250.833     40.5333     350.967
     78.8469     250.800     40.5000     350.900
     78.8569     250.550     40.6500     351.050
     78.8669     250.300     40.8000     351.200
     78.8769     250.200     40.7333     351.100
     78.8869     250.100     40.6667     351.000
     78.8969     250.000     40.6000     350.900
     78.9069     250.200     40.6333     350.967
     78.9169     250.400     40.6667     351.033
     78.9269     250.600     40.7000     351.100
     78.9369     250.667     40.6667     351.100
     78.9469     250.733     40.6333     351.100
     78.9569     250.800     40.6000     351.100
     78.9669     250.500     40.6500     351.100
     78.9769     250.200     40.7000     351.100
     78.9869     249.767     40.7333     351.100
     78.9969     249.333     40.7667     351.100
     79.0069     248.900     40.8000     351.100
     79.0169     248.533     40.7333     351.033
     79.0269     248.167     40.6667     350.967
     79.0369     247.800     40.6000     350.900
     79.0469     247.600     40.6333     350.900
     79.0569     247.400     40.6667     350.900
     79.0669     247.200     40.7000     350.900
     79.0769     247.150     40.7000     351.100
     79.0869     247.100     40.7000     351.300
     79.0969     246.767     40.8333     351.267
     79.1069     246.433     40.9667     351.233
     79.1169     246.100     41.1000     351.200
     79.1269     245.700     40.9000     351.000
     79.1369     245.300     40.7000     350.800
     79.1469     244.900     40.5000     350.600
     79.1569     244.850     40.6500     350.900
     79.1669     244.800     40.8000     351.200
     79.1769     244.933     40.8000     351.233
     79.1869     245.067     40.8000     351.267
     79.1969     245.200     40.8000     351.300
     79.2069     245.233     40.6667     351.100
     79.2169     245.267     40.5333     350.900
     79.2269     245.300     40.4000     350.700
     79.2369     245.550     40.6000     350.950
     79.2469     245.800     40.8000     351.200
     79.2569     245.900     40.8333     351.167
     79.2669     246.000     40.8667     351.133
     79.2769     246.100     40.9000     351.100
     79.2869     246.200     40.8000     351.067
     79.2969     246.300     40.7000     351.033
     79.3069     246.400     40.6000     351.000
     79.3169     246.450     40.6000     351.100
     79.3269     246.500     40.6000     351.200
     79.3369     246.533     40.6333     351.200
     79.3469     246.567     40.6667     351.200
     79.3569     246.600     40.7000     351.200
     79.3669     246.567     40.7667     351.233
     79.3769     246.533     40.8333     351.267
     79.3869     246.500     40.9000     351.300
     79.3969     246.567     40.7333     351.233
     79.4069     246.633     40.5667     351.167
     79.4169     246.700     40.4000     351.100
     79.4269     247.000     40.4500     351.100
     79.4369     247.300     40.5000     351.100
     79.4469     247.400     40.5667     351.133
     79.4569     247.500     40.6333     351.167
     79.4669     247.600     40.7000     351.200
     79.4769     247.533     40.7333     351.233
     79.4869     247.467     40.7667     351.267
     79.4969     247.400     40.8000     351.300
     79.5069     247.350     40.5500     351.200
     79.5169     247.300     40.3000     351.100
     79.5269     247.333     40.3667     351.033
     79.5369     247.367     40.4333     350.967
     79.5469     247.400     40.5000     350.900
     79.5569     247.600     40.5667     351.000
     79.5669     247.800     40.6333     351.100
     79.5769     248.000     40.7000     351.200
     79.5869     247.950     40.5500     351.100
     79.5969     247.900     40.4000     351.000
     79.6069     247.800     40.4333     351.033
     79.6169     247.700     40.4667     351.067
     79.6269     247.600     40.5000     351.100
     79.6369     247.733     40.5000     351.167
     79.6469     247.867     40.5000     351.233
     79.6569     248.000     40.5000     351.300
     79.6669     248.233     40.5000     351.267
     79.6769     248.467     40.5000     351.233
     79.6869     248.700     40.5000     351.200
     79.6969     248.950     40.4500     351.200
     79.7069     249.200     40.4000     351.200
     79.7169     249.167     40.4000     351.200
     79.7269     249.133     40.4000     351.200
     79.7369     249.100     40.4000     351.200
     79.7469     249.267     40.4333     351.267
     79.7569     249.433     40.4667     351.333
     79.7669     249.600     40.5000     351.400
     79.7769     249.767     40.4667     351.333
     79.7869     249.933     40.4333     351.267
     79.7969     250.100     40.4000     351.200
     79.8069     250.150     40.4500     351.250
     79.8169     250.200     40.5000     351.300
     79.8269     250.233     40.5000     351.267
     79.8369     250.267     40.5000     351.233
     79.8469     250.300     40.5000     351.200
     79.8569     250.400     40.4333     351.167
     79.8669     250.500     40.3667     351.133
     79.8769     250.600     40.3000     351.100
     79.8869     250.667     40.4333     351.167
     79.8969     250.733     40.5667     351.233
     79.9069     250.800     40.7000     351.300
     79.9169     250.900     40.5000     351.200
     79.9269     251.000     40.3000     351.100
     79.9369     251.067     40.4000     351.167
     79.9469     251.133     40.5000     351.233
     79.9569     251.200     40.6000     351.300
     79.9669     251.367     40.6333     351.300
     79.9769     251.533     40.6667     351.300
     79.9869     251.700     40.7000     351.300
     79.9969     252.250     40.5000     351.200
     80.0069     252.800     40.3000     351.100
     80.0169     253.167     40.4667     351.233
     80.0269     253.533     40.6333     351.367
     80.0369     253.900     40.8000     351.500
     80.0469     254.200     40.6667     351.433
     80.0569     254.500     40.5333     351.367
     80.0669     254.800     40.4000     351.300
     80.0769     255.050     40.5000     351.300
     80.0869     255.300     40.6000     351.300
     80.0969     255.567     40.6000     351.267
     80.1069     255.833     40.6000     351.233
     80.1169     256.100     40.6000     351.200
     80.1269     256.333     40.5667     351.233
     80.1369     256.567     40.5333     351.267
     80.1469     256.800     40.5000     351.300
     80.1569     256.800     40.6000     351.400
     80.1669     256.800     40.7000     351.500
     80.1769     256.733     40.6333     351.433
     80.1869     256.667     40.5667     351.367
     80.1969     256.600     40.5000     351.300
