
   DEPT[M]  ROLL_(ATV)  TILT_(ATV)  AZIMUTH_(A
     27.3169     235.000     39.2000     357.900
     27.3269     235.050     39.1000     357.900
     27.3369     235.100     39.0000     357.900
     27.3469     235.200     39.0333     357.967
     27.3569     235.300     39.0667     358.033
     27.3669     235.400     39.1000     358.100
     27.3769     235.367     39.2000     358.067
     27.3869     235.333     39.3000     358.033
     27.3969     235.300     39.4000     358.000
     27.4069     235.333     39.4333     358.000
     27.4169     235.367     39.4667     358.000
     27.4269     235.400     39.5000     358.000
     27.4369     235.550     39.2500     358.000
     27.4469     235.700     39.0000     358.000
     27.4569     235.867     38.9000     358.000
     27.4669     236.033     38.8000     358.000
     27.4769     236.200     38.7000     358.000
     27.4869     236.450     39.0000     358.050
     27.4969     236.700     39.3000     358.100
     27.5069     236.800     39.2333     358.100
     27.5169     236.900     39.1667     358.100
     27.5269     237.000     39.1000     358.100
     27.5369     237.100     39.1000     358.067
     27.5469     237.200     39.1000     358.033
     27.5569     237.300     39.1000     358.000
     27.5669     237.450     39.1000     358.100
     27.5769     237.600     39.1000     358.200
     27.5869     237.667     39.1000     358.167
     27.5969     237.733     39.1000     358.133
     27.6069     237.800     39.1000     358.100
     27.6169     238.050     39.1500     358.100
     27.6269     238.300     39.2000     358.100
     27.6369     238.467     39.1667     358.167
     27.6469     238.633     39.1333     358.233
     27.6569     238.800     39.1000     358.300
     27.6669     238.833     39.1333     358.267
     27.6769     238.867     39.1667     358.233
     27.6869     238.900     39.2000     358.200
     27.6969     238.800     39.1000     358.150
     27.7069     238.700     39.0000     358.100
     27.7169     238.700     39.0333     358.100
     27.7269     238.700     39.0667     358.100
     27.7369     238.700     39.1000     358.100
     27.7469     238.800     39.1000     358.133
     27.7569     238.900     39.1000     358.167
     27.7669     239.000     39.1000     358.200
     27.7769     239.100     39.0500     358.200
     27.7869     239.200     39.0000     358.200
     27.7969     239.233     39.0333     358.167
     27.8069     239.267     39.0667     358.133
     27.8169     239.300     39.1000     358.100
     27.8269     239.500     39.0500     358.100
     27.8369     239.700     39.0000     358.100
     27.8469     239.833     39.0333     358.133
     27.8569     239.967     39.0667     358.167
     27.8669     240.100     39.1000     358.200
     27.8769     240.200     39.0667     358.200
     27.8869     240.300     39.0333     358.200
     27.8969     240.400     39.0000     358.200
     27.9069     240.550     39.1000     358.200
     27.9169     240.700     39.2000     358.200
     27.9269     240.667     39.1333     358.100
     27.9369     240.633     39.0667     358.000
     27.9469     240.600     39.0000     357.900
     27.9569     240.600     39.0500     357.850
     27.9669     240.600     39.1000     357.800
     27.9769     240.667     39.1000     357.867
     27.9869     240.733     39.1000     357.933
     27.9969     240.800     39.1000     358.000
     28.0069     241.000     39.0500     358.000
     28.0169     241.200     39.0000     358.000
     28.0269     241.333     39.0000     358.000
     28.0369     241.467     39.0000     358.000
     28.0469     241.600     39.0000     358.000
     28.0569     241.667     39.0000     358.000
     28.0669     241.733     39.0000     358.000
     28.0769     241.800     39.0000     358.000
     28.0869     241.800     39.0000     357.900
     28.0969     241.800     39.0000     357.800
     28.1069     241.900     39.0000     357.800
     28.1169     242.000     39.0000     357.800
     28.1269     242.100     39.0000     357.800
     28.1369     242.500     39.0000     357.950
     28.1469     242.900     39.0000     358.100
     28.1569     243.100     39.0333     358.067
     28.1669     243.300     39.0667     358.033
     28.1769     243.500     39.1000     358.000
     28.1869     243.850     39.2000     357.950
     28.1969     244.200     39.3000     357.900
     28.2069     244.467     39.2667     357.933
     28.2169     244.733     39.2333     357.967
     28.2269     245.000     39.2000     358.000
     28.2369     245.200     39.1333     358.000
     28.2469     245.400     39.0667     358.000
     28.2569     245.600     39.0000     358.000
     28.2669     245.850     39.0000     358.050
     28.2769     246.100     39.0000     358.100
     28.2869     246.233     39.1000     358.100
     28.2969     246.367     39.2000     358.100
     28.3069     246.500     39.3000     358.100
     28.3169     246.600     39.1500     358.100
     28.3269     246.700     39.0000     358.100
     28.3369     246.700     39.0333     358.100
     28.3469     246.700     39.0667     358.100
     28.3569     246.700     39.1000     358.100
     28.3669     246.833     39.1000     358.100
     28.3769     246.967     39.1000     358.100
     28.3869     247.100     39.1000     358.100
     28.3969     247.350     39.1500     358.100
     28.4069     247.600     39.2000     358.100
     28.4169     247.600     39.1667     358.100
     28.4269     247.600     39.1333     358.100
     28.4369     247.600     39.1000     358.100
     28.4469     247.750     39.1500     358.100
     28.4569     247.900     39.2000     358.100
     28.4669     248.167     39.2333     358.167
     28.4769     248.433     39.2667     358.233
     28.4869     248.700     39.3000     358.300
     28.4969     248.800     39.2000     358.300
     28.5069     248.900     39.1000     358.300
     28.5169     248.867     39.1667     358.300
     28.5269     248.833     39.2333     358.300
     28.5369     248.800     39.3000     358.300
     28.5469     248.900     39.2667     358.333
     28.5569     249.000     39.2333     358.367
     28.5669     249.100     39.2000     358.400
     28.5769     249.150     39.2000     358.350
     28.5869     249.200     39.2000     358.300
     28.5969     249.267     39.2000     358.367
     28.6069     249.333     39.2000     358.433
     28.6169     249.400     39.2000     358.500
     28.6269     249.450     39.2500     358.450
     28.6369     249.500     39.3000     358.400
     28.6469     249.367     39.3000     358.400
     28.6569     249.233     39.3000     358.400
     28.6669     249.100     39.3000     358.400
     28.6769     248.700     39.2500     358.250
     28.6869     248.300     39.2000     358.100
     28.6969     248.300     39.2333     358.167
     28.7069     248.300     39.2667     358.233
     28.7169     248.300     39.3000     358.300
     28.7269     248.300     39.3000     358.350
     28.7369     248.300     39.3000     358.400
     28.7469     248.267     39.3000     358.333
     28.7569     248.233     39.3000     358.267
     28.7669     248.200     39.3000     358.200
     28.7769     248.250     39.3000     358.200
     28.7869     248.300     39.3000     358.200
     28.7969     248.467     39.4000     358.233
     28.8069     248.633     39.5000     358.267
     28.8169     248.800     39.6000     358.300
     28.8269     248.867     39.5667     358.267
     28.8369     248.933     39.5333     358.233
     28.8469     249.000     39.5000     358.200
     28.8569     248.900     39.4500     358.200
     28.8669     248.800     39.4000     358.200
     28.8769     248.800     39.5000     358.300
     28.8869     248.800     39.6000     358.400
     28.8969     248.800     39.7000     358.500
     28.9069     248.600     39.6500     358.400
     28.9169     248.400     39.6000     358.300
     28.9269     247.850     39.6000     358.050
     28.9369     247.300     39.6000     357.800
     28.9469     247.133     39.5333     357.867
     28.9569     246.967     39.4667     357.933
     28.9669     246.800     39.4000     358.000
     28.9769     246.550     39.4500     358.000
     28.9869     246.300     39.5000     358.000
     28.9969     246.200     39.6333     358.000
     29.0069     246.100     39.7667     358.000
     29.0169     246.000     39.9000     358.000
     29.0269     246.033     39.8667     358.067
     29.0369     246.067     39.8333     358.133
     29.0469     246.100     39.8000     358.200
     29.0569     245.550     40.0000     358.050
     29.0669     245.000     40.2000     357.900
     29.0769     244.500     39.9000     357.733
     29.0869     244.000     39.6000     357.567
     29.0969     243.500     39.3000     357.400
     29.1069     243.500     39.3000     357.550
     29.1169     243.500     39.3000     357.700
     29.1269     243.600     39.5000     357.733
     29.1369     243.700     39.7000     357.767
     29.1469     243.800     39.9000     357.800
     29.1569     243.700     39.6500     357.700
     29.1669     243.600     39.4000     357.600
     29.1769     243.567     39.5000     357.667
     29.1869     243.533     39.6000     357.733
     29.1969     243.500     39.7000     357.800
     29.2069     243.450     39.6500     357.850
     29.2169     243.400     39.6000     357.900
     29.2269     243.300     39.5667     357.833
     29.2369     243.200     39.5333     357.767
     29.2469     243.100     39.5000     357.700
     29.2569     243.033     39.5333     357.733
     29.2669     242.967     39.5667     357.767
     29.2769     242.900     39.6000     357.800
     29.2869     242.850     39.5500     357.750
     29.2969     242.800     39.5000     357.700
     29.3069     242.733     39.5000     357.567
     29.3169     242.667     39.5000     357.433
     29.3269     242.600     39.5000     357.300
     29.3369     242.550     39.5500     357.250
     29.3469     242.500     39.6000     357.200
     29.3569     242.667     39.6000     357.367
     29.3669     242.833     39.6000     357.533
     29.3769     243.000     39.6000     357.700
     29.3869     242.900     39.5000     357.550
     29.3969     242.800     39.4000     357.400
     29.4069     242.733     39.4667     357.433
     29.4169     242.667     39.5333     357.467
     29.4269     242.600     39.6000     357.500
     29.4369     242.800     39.6000     357.600
     29.4469     243.000     39.6000     357.700
     29.4569     243.133     39.6333     357.667
     29.4669     243.267     39.6667     357.633
     29.4769     243.400     39.7000     357.600
     29.4869     243.650     39.6000     357.550
     29.4969     243.900     39.5000     357.500
     29.5069     244.167     39.5000     357.600
     29.5169     244.433     39.5000     357.700
     29.5269     244.700     39.5000     357.800
     29.5369     244.950     39.6000     357.750
     29.5469     245.200     39.7000     357.700
     29.5569     245.333     39.6333     357.700
     29.5669     245.467     39.5667     357.700
     29.5769     245.600     39.5000     357.700
     29.5869     245.750     39.6000     357.700
     29.5969     245.900     39.7000     357.700
     29.6069     245.967     39.7000     357.733
     29.6169     246.033     39.7000     357.767
     29.6269     246.100     39.7000     357.800
     29.6369     246.200     39.6000     357.750
     29.6469     246.300     39.5000     357.700
     29.6569     246.350     39.5500     357.600
     29.6669     246.400     39.6000     357.500
     29.6769     246.667     39.6333     357.633
     29.6869     246.933     39.6667     357.767
     29.6969     247.200     39.7000     357.900
     29.7069     247.400     39.5500     357.900
     29.7169     247.600     39.4000     357.900
     29.7269     247.550     39.5000     357.800
     29.7369     247.500     39.6000     357.700
     29.7469     247.467     39.7000     357.733
     29.7569     247.433     39.8000     357.767
     29.7669     247.400     39.9000     357.800
     29.7769     247.567     39.8333     357.867
     29.7869     247.733     39.7667     357.933
     29.7969     247.900     39.7000     358.000
     29.8069     248.400     39.6500     357.950
     29.8169     248.900     39.6000     357.900
     29.8269     248.967     39.6333     357.867
     29.8369     249.033     39.6667     357.833
     29.8469     249.100     39.7000     357.800
     29.8569     249.100     39.3500     357.900
     29.8669     249.100     39.0000     358.000
     29.8769     249.300     39.1667     358.067
     29.8869     249.500     39.3333     358.133
     29.8969     249.700     39.5000     358.200
     29.9069     249.750     39.5000     358.100
     29.9169     249.800     39.5000     358.000
     29.9269     249.767     39.3667     358.000
     29.9369     249.733     39.2333     358.000
     29.9469     249.700     39.1000     358.000
     29.9569     249.900     39.2500     358.050
     29.9669     250.100     39.4000     358.100
     29.9769     250.433     39.4000     358.167
     29.9869     250.767     39.4000     358.233
     29.9969     251.100     39.4000     358.300
     30.0069     251.333     39.4667     358.333
     30.0169     251.567     39.5333     358.367
     30.0269     251.800     39.6000     358.400
     30.0369     252.033     39.6667     358.433
     30.0469     252.267     39.7333     358.467
     30.0569     252.500     39.8000     358.500
     30.0669     252.900     39.4000     358.500
     30.0769     253.300     39.0000     358.500
     30.0869     253.533     39.0667     358.467
     30.0969     253.767     39.1333     358.433
     30.1069     254.000     39.2000     358.400
     30.1169     254.300     39.4000     358.467
     30.1269     254.600     39.6000     358.533
     30.1369     254.900     39.8000     358.600
     30.1469     255.133     39.6333     358.567
     30.1569     255.367     39.4667     358.533
     30.1669     255.600     39.3000     358.500
     30.1769     256.150     39.4000     358.500
     30.1869     256.700     39.5000     358.500
     30.1969     257.067     39.5000     358.567
     30.2069     257.433     39.5000     358.633
     30.2169     257.800     39.5000     358.700
     30.2269     257.900     39.4333     358.667
     30.2369     258.000     39.3667     358.633
     30.2469     258.100     39.3000     358.600
     30.2569     258.150     39.4000     358.650
     30.2669     258.200     39.5000     358.700
     30.2769     258.033     39.5000     358.733
     30.2869     257.867     39.5000     358.767
     30.2969     257.700     39.5000     358.800
     30.3069     257.100     39.5667     358.533
     30.3169     256.500     39.6333     358.267
     30.3269     255.900     39.7000     358.000
     30.3369     255.400     39.7000     358.050
     30.3469     254.900     39.7000     358.100
     30.3569     255.000     39.6000     358.267
     30.3669     255.100     39.5000     358.433
     30.3769     255.200     39.4000     358.600
     30.3869     255.500     39.5000     358.450
     30.3969     255.800     39.6000     358.300
     30.4069     256.100     39.6000     358.367
     30.4169     256.400     39.6000     358.433
     30.4269     256.700     39.6000     358.500
     30.4369     256.667     39.5000     358.433
     30.4469     256.633     39.4000     358.367
     30.4569     256.600     39.3000     358.300
     30.4669     256.500     39.3500     358.200
     30.4769     256.400     39.4000     358.100
     30.4869     256.467     39.4333     358.133
     30.4969     256.533     39.4667     358.167
     30.5069     256.600     39.5000     358.200
     30.5169     256.700     39.3500     358.250
     30.5269     256.800     39.2000     358.300
     30.5369     256.800     39.2667     358.300
     30.5469     256.800     39.3333     358.300
     30.5569     256.800     39.4000     358.300
     30.5669     256.700     39.4667     358.233
     30.5769     256.600     39.5333     358.167
     30.5869     256.500     39.6000     358.100
     30.5969     256.400     39.6667     358.167
     30.6069     256.300     39.7333     358.233
     30.6169     256.200     39.8000     358.300
     30.6269     255.750     39.7000     358.200
     30.6369     255.300     39.6000     358.100
     30.6469     254.867     39.4667     358.033
     30.6569     254.433     39.3333     357.967
     30.6669     254.000     39.2000     357.900
     30.6769     253.567     39.3000     357.867
     30.6869     253.133     39.4000     357.833
     30.6969     252.700     39.5000     357.800
     30.7069     252.367     39.5333     357.833
     30.7169     252.033     39.5667     357.867
     30.7269     251.700     39.6000     357.900
     30.7369     251.200     39.4500     357.850
     30.7469     250.700     39.3000     357.800
     30.7569     250.367     39.3667     357.700
     30.7669     250.033     39.4333     357.600
     30.7769     249.700     39.5000     357.500
     30.7869     249.567     39.5000     357.533
     30.7969     249.433     39.5000     357.567
     30.8069     249.300     39.5000     357.600
     30.8169     249.033     39.5667     357.667
     30.8269     248.767     39.6333     357.733
     30.8369     248.500     39.7000     357.800
     30.8469     248.000     39.7000     357.733
     30.8569     247.500     39.7000     357.667
     30.8669     247.000     39.7000     357.600
     30.8769     246.650     39.4000     357.550
     30.8869     246.300     39.1000     357.500
     30.8969     246.100     39.2667     357.500
     30.9069     245.900     39.4333     357.500
     30.9169     245.700     39.6000     357.500
     30.9269     245.400     39.6000     357.500
     30.9369     245.100     39.6000     357.500
     30.9469     244.800     39.6000     357.500
     30.9569     244.667     39.4667     357.467
     30.9669     244.533     39.3333     357.433
     30.9769     244.400     39.2000     357.400
     30.9869     244.200     39.3667     357.400
     30.9969     244.000     39.5333     357.400
     31.0069     243.800     39.7000     357.400
     31.0169     243.400     39.6000     357.500
     31.0269     243.000     39.5000     357.600
     31.0369     242.767     39.4667     357.533
     31.0469     242.533     39.4333     357.467
     31.0569     242.300     39.4000     357.400
     31.0669     242.267     39.4667     357.433
     31.0769     242.233     39.5333     357.467
     31.0869     242.200     39.6000     357.500
     31.0969     242.167     39.5667     357.500
     31.1069     242.133     39.5333     357.500
     31.1169     242.100     39.5000     357.500
     31.1269     242.050     39.5000     357.450
     31.1369     242.000     39.5000     357.400
     31.1469     242.100     39.5000     357.433
     31.1569     242.200     39.5000     357.467
     31.1669     242.300     39.5000     357.500
     31.1769     242.433     39.4667     357.500
     31.1869     242.567     39.4333     357.500
     31.1969     242.700     39.4000     357.500
     31.2069     242.650     39.5000     357.550
     31.2169     242.600     39.6000     357.600
     31.2269     242.375     39.6750     357.550
     31.2369     242.150     39.7500     357.500
     31.2469     241.925     39.8250     357.450
     31.2569     241.700     39.9000     357.400
     31.2669     241.367     39.8667     357.400
     31.2769     241.033     39.8333     357.400
     31.2869     240.700     39.8000     357.400
     31.2969     240.500     39.5000     357.450
     31.3069     240.300     39.2000     357.500
     31.3169     240.300     39.2333     357.467
     31.3269     240.300     39.2667     357.433
     31.3369     240.300     39.3000     357.400
     31.3469     240.500     39.3667     357.400
     31.3569     240.700     39.4333     357.400
     31.3669     240.900     39.5000     357.400
     31.3769     241.067     39.6000     357.467
     31.3869     241.233     39.7000     357.533
     31.3969     241.400     39.8000     357.600
     31.4069     241.533     39.8667     357.600
     31.4169     241.667     39.9333     357.600
     31.4269     241.800     40.0000     357.600
     31.4369     242.067     39.8333     357.567
     31.4469     242.333     39.6667     357.533
     31.4569     242.600     39.5000     357.500
     31.4669     243.150     39.3500     357.550
     31.4769     243.700     39.2000     357.600
     31.4869     243.900     39.3000     357.600
     31.4969     244.100     39.4000     357.600
     31.5069     244.300     39.5000     357.600
     31.5169     244.333     39.5333     357.600
     31.5269     244.367     39.5667     357.600
     31.5369     244.400     39.6000     357.600
     31.5469     244.233     39.5333     357.567
     31.5569     244.067     39.4667     357.533
     31.5669     243.900     39.4000     357.500
     31.5769     243.800     39.5333     357.467
     31.5869     243.700     39.6667     357.433
     31.5969     243.600     39.8000     357.400
     31.6069     243.733     39.8000     357.500
     31.6169     243.867     39.8000     357.600
     31.6269     244.000     39.8000     357.700
     31.6369     244.000     39.7333     357.667
     31.6469     244.000     39.6667     357.633
     31.6569     244.000     39.6000     357.600
     31.6669     244.000     39.4333     357.600
     31.6769     244.000     39.2667     357.600
     31.6869     244.000     39.1000     357.600
     31.6969     244.167     39.2667     357.633
     31.7069     244.333     39.4333     357.667
     31.7169     244.500     39.6000     357.700
     31.7269     244.700     39.6000     357.733
     31.7369     244.900     39.6000     357.767
     31.7469     245.100     39.6000     357.800
     31.7569     245.267     39.6000     357.767
     31.7669     245.433     39.6000     357.733
     31.7769     245.600     39.6000     357.700
     31.7869     245.950     39.5500     357.800
     31.7969     246.300     39.5000     357.900
     31.8069     246.467     39.5333     357.900
     31.8169     246.633     39.5667     357.900
     31.8269     246.800     39.6000     357.900
     31.8369     246.900     39.6000     357.867
     31.8469     247.000     39.6000     357.833
     31.8569     247.100     39.6000     357.800
     31.8669     247.100     39.5667     357.800
     31.8769     247.100     39.5333     357.800
     31.8869     247.100     39.5000     357.800
     31.8969     246.933     39.6000     357.767
     31.9069     246.767     39.7000     357.733
     31.9169     246.600     39.8000     357.700
     31.9269     246.433     39.6667     357.600
     31.9369     246.267     39.5333     357.500
     31.9469     246.100     39.4000     357.400
     31.9569     246.067     39.4333     357.467
     31.9669     246.033     39.4667     357.533
     31.9769     246.000     39.5000     357.600
     31.9869     245.900     39.5333     357.633
     31.9969     245.800     39.5667     357.667
     32.0069     245.700     39.6000     357.700
     32.0169     245.500     39.5667     357.600
     32.0269     245.300     39.5333     357.500
     32.0369     245.100     39.5000     357.400
     32.0469     244.900     39.5000     357.467
     32.0569     244.700     39.5000     357.533
     32.0669     244.500     39.5000     357.600
     32.0769     244.233     39.5333     357.600
     32.0869     243.967     39.5667     357.600
     32.0969     243.700     39.6000     357.600
     32.1069     243.350     39.4500     357.500
     32.1169     243.000     39.3000     357.400
     32.1269     242.867     39.2667     357.400
     32.1369     242.733     39.2333     357.400
     32.1469     242.600     39.2000     357.400
     32.1569     242.500     39.3667     357.400
     32.1669     242.400     39.5333     357.400
     32.1769     242.300     39.7000     357.400
     32.1869     242.167     39.7000     357.433
     32.1969     242.033     39.7000     357.467
     32.2069     241.900     39.7000     357.500
     32.2169     241.733     39.5667     357.467
     32.2269     241.567     39.4333     357.433
     32.2369     241.400     39.3000     357.400
     32.2469     241.300     39.3500     357.375
     32.2569     241.200     39.4000     357.350
     32.2669     241.100     39.4500     357.325
     32.2769     241.000     39.5000     357.300
     32.2869     240.967     39.5333     357.400
     32.2969     240.933     39.5667     357.500
     32.3069     240.900     39.6000     357.600
     32.3169     240.850     39.4000     357.550
     32.3269     240.800     39.2000     357.500
     32.3369     240.733     39.1000     357.533
     32.3469     240.667     39.0000     357.567
     32.3569     240.600     38.9000     357.600
     32.3669     240.600     38.9000     357.600
     32.3769     240.600     38.9000     357.600
     32.3869    -99999.0    -99999.0    -99999.0
     32.3969     239.900     39.7000     357.400
     32.4069    -99999.0    -99999.0    -99999.0
     32.4169    -99999.0    -99999.0    -99999.0
     32.4269     239.100     40.0000     357.400
     32.4369     238.867     39.7667     357.333
     32.4469     238.633     39.5333     357.267
     32.4569     238.400     39.3000     357.200
     32.4669     238.200     39.2000     357.133
     32.4769     238.000     39.1000     357.067
     32.4869     237.800     39.0000     357.000
     32.4969     237.533     39.2333     357.033
     32.5069     237.267     39.4667     357.067
     32.5169     237.000     39.7000     357.100
     32.5269     236.700     39.6333     357.033
     32.5369     236.400     39.5667     356.967
     32.5469     236.100     39.5000     356.900
     32.5569     235.900     39.4750     356.925
     32.5669     235.700     39.4500     356.950
     32.5769     235.500     39.4250     356.975
     32.5869     235.300     39.4000     357.000
     32.5969     235.167     39.4667     357.000
     32.6069     235.033     39.5333     357.000
     32.6169     234.900     39.6000     357.000
     32.6269     234.667     39.6000     356.933
     32.6369     234.433     39.6000     356.867
     32.6469     234.200     39.6000     356.800
     32.6569     233.967     39.6000     356.867
     32.6669     233.733     39.6000     356.933
     32.6769     233.500     39.6000     357.000
     32.6869     233.367     39.6000     357.000
     32.6969     233.233     39.6000     357.000
     32.7069     233.100     39.6000     357.000
     32.7169     233.033     39.6000     357.000
     32.7269     232.967     39.6000     357.000
     32.7369     232.900     39.6000     357.000
     32.7469     232.867     39.6333     357.033
     32.7569     232.833     39.6667     357.067
     32.7669     232.800     39.7000     357.100
     32.7769     232.900     39.7000     357.075
     32.7869     233.000     39.7000     357.050
     32.7969     233.100     39.7000     357.025
     32.8069     233.200     39.7000     357.000
     32.8169     233.500     39.7000     357.033
     32.8269     233.800     39.7000     357.067
     32.8369     234.100     39.7000     357.100
     32.8469     234.333     39.7000     357.200
     32.8569     234.567     39.7000     357.300
     32.8669     234.800     39.7000     357.400
     32.8769     234.800     39.7000     357.333
     32.8869     234.800     39.7000     357.267
     32.8969     234.800     39.7000     357.200
     32.9069     234.833     39.7000     357.133
     32.9169     234.867     39.7000     357.067
     32.9269     234.900     39.7000     357.000
     32.9369     235.000     39.6333     357.067
     32.9469     235.100     39.5667     357.133
     32.9569     235.200     39.5000     357.200
     32.9669     235.300     39.6667     357.233
     32.9769     235.400     39.8333     357.267
     32.9869     235.500     40.0000     357.300
     32.9969     235.625     40.0250     357.250
     33.0069     235.750     40.0500     357.200
     33.0169     235.875     40.0750     357.150
     33.0269     236.000     40.1000     357.100
     33.0369     236.433     39.9667     357.200
     33.0469     236.867     39.8333     357.300
     33.0569     237.300     39.7000     357.400
     33.0669     237.633     39.7333     357.400
     33.0769     237.967     39.7667     357.400
     33.0869     238.300     39.8000     357.400
     33.0969     238.533     39.6667     357.333
     33.1069     238.767     39.5333     357.267
     33.1169     239.000     39.4000     357.200
     33.1269     239.250     39.5500     357.250
     33.1369     239.500     39.7000     357.300
     33.1469     239.750     39.8500     357.350
     33.1569     240.000     40.0000     357.400
     33.1669     240.133     39.9333     357.300
     33.1769     240.267     39.8667     357.200
     33.1869     240.400     39.8000     357.100
     33.1969     240.400     39.8000     357.100
     33.2069     240.400     39.8000     357.100
     33.2169    -99999.0    -99999.0    -99999.0
     33.2269     240.900     39.8000     357.200
     33.2369     241.100     39.9667     357.233
     33.2469     241.300     40.1333     357.267
     33.2569     241.500     40.3000     357.300
     33.2669     241.800     40.2000     357.233
     33.2769     242.100     40.1000     357.167
     33.2869     242.400     40.0000     357.100
     33.2969     242.567     39.8333     357.033
     33.3069     242.733     39.6667     356.967
     33.3169     242.900     39.5000     356.900
     33.3269     243.100     39.7000     357.000
     33.3369     243.300     39.9000     357.100
     33.3469     243.500     40.1000     357.200
     33.3569     243.625     40.1000     357.250
     33.3669     243.750     40.1000     357.300
     33.3769     243.875     40.1000     357.350
     33.3869     244.000     40.1000     357.400
     33.3969     243.733     40.0667     357.367
     33.4069     243.467     40.0333     357.333
     33.4169     243.200     40.0000     357.300
     33.4269     242.833     39.9333     357.233
     33.4369     242.467     39.8667     357.167
     33.4469     242.100     39.8000     357.100
     33.4569     242.000     39.8333     356.967
     33.4669     241.900     39.8667     356.833
     33.4769     241.800     39.9000     356.700
     33.4869     242.000     39.9750     356.825
     33.4969     242.200     40.0500     356.950
     33.5069     242.400     40.1250     357.075
     33.5169     242.600     40.2000     357.200
     33.5269     242.800     40.0333     357.233
     33.5369     243.000     39.8667     357.267
     33.5469     243.200     39.7000     357.300
     33.5569     243.433     39.7667     357.267
     33.5669     243.667     39.8333     357.233
     33.5769     243.900     39.9000     357.200
     33.5869     244.233     39.9000     357.167
     33.5969     244.567     39.9000     357.133
     33.6069     244.900     39.9000     357.100
     33.6169     244.967     39.8667     357.133
     33.6269     245.033     39.8333     357.167
     33.6369     245.100     39.8000     357.200
     33.6469     245.025     39.8250     357.150
     33.6569     244.950     39.8500     357.100
     33.6669     244.875     39.8750     357.050
     33.6769     244.800     39.9000     357.000
     33.6869     244.833     39.8333     357.067
     33.6969     244.867     39.7667     357.133
     33.7069     244.900     39.7000     357.200
     33.7169     244.867     39.7000     357.233
     33.7269     244.833     39.7000     357.267
     33.7369     244.800     39.7000     357.300
     33.7469     244.800     39.6333     357.300
     33.7569     244.800     39.5667     357.300
     33.7669     244.800     39.5000     357.300
     33.7769     244.700     39.5667     357.200
     33.7869     244.600     39.6333     357.100
     33.7969     244.500     39.7000     357.000
     33.8069     244.500     39.7000     357.000
     33.8169     244.500     39.7000     357.000
     33.8269    -99999.0    -99999.0    -99999.0
     33.8369     243.700     40.2000     357.100
     33.8469     243.200     40.0667     357.067
     33.8569     242.700     39.9333     357.033
     33.8669     242.200     39.8000     357.000
     33.8769     241.667     39.7333     356.933
     33.8869     241.133     39.6667     356.867
     33.8969     240.600     39.6000     356.800
     33.9069     240.000     39.5667     356.767
     33.9169     239.400     39.5333     356.733
     33.9269     238.800     39.5000     356.700
     33.9369     238.267     39.5667     356.767
     33.9469     237.733     39.6333     356.833
     33.9569     237.200     39.7000     356.900
     33.9669     236.533     39.7000     356.800
     33.9769     235.867     39.7000     356.700
     33.9869     235.200     39.7000     356.600
     33.9969     234.700     39.7250     356.575
     34.0069     234.200     39.7500     356.550
     34.0169     233.700     39.7750     356.525
     34.0269     233.200     39.8000     356.500
     34.0369     232.767     39.7667     356.533
     34.0469     232.333     39.7333     356.567
     34.0569     231.900     39.7000     356.600
     34.0669     231.667     39.6667     356.567
     34.0769     231.433     39.6333     356.533
     34.0869     231.200     39.6000     356.500
     34.0969     231.125     39.6500     356.575
     34.1069     231.050     39.7000     356.650
     34.1169     230.975     39.7500     356.725
     34.1269     230.900     39.8000     356.800
     34.1369     230.667     39.7333     356.800
     34.1469     230.433     39.6667     356.800
     34.1569     230.200     39.6000     356.800
     34.1669     229.867     39.6333     356.733
     34.1769     229.533     39.6667     356.667
     34.1869     229.200     39.7000     356.600
     34.1969     229.100     39.7000     356.533
     34.2069     229.000     39.7000     356.467
     34.2169     228.900     39.7000     356.400
     34.2269     229.033     39.7667     356.600
     34.2369     229.167     39.8333     356.800
     34.2469     229.300     39.9000     357.000
     34.2569     229.400     39.8750     357.100
     34.2669     229.500     39.8500     357.200
     34.2769     229.600     39.8250     357.300
     34.2869     229.700     39.8000     357.400
     34.2969     229.733     39.8000     357.267
     34.3069     229.767     39.8000     357.133
     34.3169     229.800     39.8000     357.000
     34.3269     229.800     39.8000     357.033
     34.3369     229.800     39.8000     357.067
     34.3469     229.800     39.8000     357.100
     34.3569     229.700     39.7667     357.067
     34.3669     229.600     39.7333     357.033
     34.3769     229.500     39.7000     357.000
     34.3869     229.400     39.7333     356.867
     34.3969     229.300     39.7667     356.733
     34.4069     229.200     39.8000     356.600
     34.4169     229.533     39.8333     356.633
     34.4269     229.867     39.8667     356.667
     34.4369     230.200     39.9000     356.700
     34.4469     230.400     39.9500     356.825
     34.4569     230.600     40.0000     356.950
     34.4669     230.800     40.0500     357.075
     34.4769     231.000     40.1000     357.200
     34.4869     231.000     39.9500     357.100
     34.4969     231.000     39.8000     357.000
     34.5069     231.133     39.6667     356.933
     34.5169     231.267     39.5333     356.867
     34.5269     231.400     39.4000     356.800
     34.5369     231.825     39.5500     356.850
     34.5469     232.250     39.7000     356.900
     34.5569     232.675     39.8500     356.950
     34.5669     233.100     40.0000     357.000
     34.5769     233.667     40.0667     356.967
     34.5869     234.233     40.1333     356.933
     34.5969     234.800     40.2000     356.900
     34.6069     234.833     39.9667     356.733
     34.6169     234.867     39.7333     356.567
     34.6269     234.900     39.5000     356.400
     34.6369     235.067     39.7000     356.600
